record_id,account_id,ticket_date,issue_category,resolution_time_hours
SUP-000864,CUST-0287,2024-06-30,Billing,15.715691103321197
SUP-001121,CUST-0374,2024-05-25,Billing,7.3771838192624495
SUP-000087,CUST-0028,2024-06-18,Feature Request,17.865677196256925
SUP-000918,CUST-0304,2023-11-21,Billing,
SUP-000809,CUST-0272,2023-12-11,Onboarding,3.6388297968184156
SUP-000826,CUST-0276,2023-11-24,Bug,1.815418498405224
SUP-000795,CUST-0270,2023-08-16,Bug,12.199627082355798
SUP-000682,CUST-0230,2024-02-26,Feature Request,26.729310809489828
SUP-000499,CUST-0175,2023-09-12,Feature Request,7.164055374197698
SUP-000324,CUST-0112,2024-02-26,Onboarding,7.383626573250868
SUP-000871,CUST-0288,2024-04-03,Bug,10.321502066430163
SUP-000593,CUST-0199,2024-04-21,Onboarding,0.5
SUP-000727,CUST-0246,2023-06-06,Bug,10.52698603214518
SUP-000845,CUST-0282,2024-06-13,Feature Request,0.8014941100293975
SUP-000812,CUST-0273,2023-10-30,Billing,2.1269598116982467
SUP-001142,CUST-0386,2024-06-01,Billing,20.372320779348183
SUP-000992,CUST-0332,2024-03-06,Onboarding,5.231289604255336
SUP-000379,CUST-0133,2023-12-09,Feature Request,9.827779763836704
SUP-000352,CUST-0125,2024-03-21,Billing,33.60602259249981
SUP-001013,CUST-0345,2024-03-22,Billing,13.623315509448085
SUP-000769,CUST-0262,2024-02-02,Onboarding,21.49047775553783
SUP-000419,CUST-0149,2023-06-04,Feature Request,27.906912622690626
SUP-000212,CUST-0073,2024-04-09,Billing,21.54746174066485
SUP-000204,CUST-0069,2024-03-24,Feature Request,15.696665475786789
SUP-001101,CUST-0369,2023-11-16,Onboarding,1.8141153372329488
SUP-000652,CUST-0219,2023-08-17,Onboarding,14.731770902589574
SUP-001015,CUST-0345,2023-07-16,Onboarding,6.877624765189351
SUP-000131,CUST-0044,2023-08-12,Onboarding,17.703590158400132
SUP-000044,CUST-0015,2023-12-07,Bug,22.00644521565953
SUP-000438,CUST-0155,2023-06-16,Billing,22.40360940480376
SUP-000278,CUST-0098,2023-06-10,Feature Request,4.990259149632719
SUP-001143,CUST-0386,2024-05-05,Onboarding,9.153029147999344
SUP-000843,CUST-0281,2023-10-07,Billing,37.42209719903981
SUP-000157,CUST-0055,2024-05-21,Onboarding,13.007198843866151
SUP-000745,CUST-0256,2023-07-05,Billing,18.127436285184963
SUP-001011,CUST-0343,2023-08-18,Feature Request,5.506782266248144
SUP-000266,CUST-0094,2023-07-19,Bug,0.5
SUP-001079,CUST-0364,2024-01-24,Onboarding,5.297493613429133
SUP-000476,CUST-0165,2023-06-09,Onboarding,3.3520136099046205
SUP-001148,CUST-0388,2023-08-17,Feature Request,25.056424582203178
SUP-000755,CUST-0260,2023-08-02,Feature Request,0.5
SUP-000772,CUST-0263,2024-04-15,Bug,7.733436939412698
SUP-000707,CUST-0239,2023-09-21,Billing,5.914073404240863
SUP-000173,CUST-0061,2023-10-17,Onboarding,19.973193265559054
SUP-000517,CUST-0179,2024-06-01,Feature Request,20.00570883602235
SUP-000269,CUST-0096,2024-04-21,Feature Request,25.488474823270277
SUP-001060,CUST-0359,2024-03-04,Onboarding,
SUP-000873,CUST-0288,2023-08-10,Bug,0.5
SUP-000539,CUST-0186,2023-08-10,Billing,14.150846140614199
SUP-000353,CUST-0126,2023-12-17,Bug,5.849649137977973
SUP-000347,CUST-0123,2024-05-10,Onboarding,13.28657321380905
SUP-000858,CUST-0284,2023-11-04,Billing,0.5
SUP-000644,CUST-0217,2023-09-07,Billing,10.902383462871889
SUP-001009,CUST-0342,2023-10-20,Bug,9.888664768892331
SUP-000714,CUST-0243,2023-10-09,Billing,8.214814834256492
SUP-000913,CUST-0302,2023-06-15,Onboarding,23.521183255669452
SUP-000965,CUST-0325,2024-02-26,Onboarding,17.593775900695363
SUP-000611,CUST-0205,2023-11-14,Bug,6.5321891671603245
SUP-000867,CUST-0287,2023-11-22,Onboarding,4.762083554259302
SUP-001118,CUST-0374,2024-01-08,Bug,0.5
SUP-000903,CUST-0299,2023-07-15,Onboarding,15.306268641729481
SUP-000469,CUST-0163,2024-03-01,Feature Request,22.311372647757988
SUP-000254,CUST-0089,2024-05-22,Bug,20.80212140625727
SUP-000523,CUST-0181,2024-02-10,Bug,12.735578837743418
SUP-000898,CUST-0297,2024-05-04,Feature Request,5.420115298086882
SUP-000369,CUST-0130,2023-06-07,Bug,5.381096788598768
SUP-000151,CUST-0051,2023-07-23,Billing,11.397305868445402
SUP-000118,CUST-0038,2024-06-27,Billing,0.5
SUP-001019,CUST-0346,2023-12-30,Onboarding,13.99607808009734
SUP-000672,CUST-0226,2024-04-14,Feature Request,2.2160391174040805
SUP-000071,CUST-0022,2023-08-26,Feature Request,2.543513850727853
SUP-000849,CUST-0283,2024-05-22,Bug,0.5
SUP-000993,CUST-0332,2023-11-05,Bug,15.278196641868576
SUP-000039,CUST-0013,2024-04-14,Feature Request,0.5
SUP-000505,CUST-0176,2023-12-05,Bug,13.519799402529376
SUP-001107,CUST-0371,2024-04-01,Onboarding,17.119124251531915
SUP-000612,CUST-0206,2023-11-04,Feature Request,14.184493045104631
SUP-000990,CUST-0331,2024-04-06,Onboarding,8.665706197036442
SUP-000288,CUST-0100,2023-07-23,Onboarding,15.678157450803203
SUP-000243,CUST-0084,2023-06-15,Feature Request,1.4110792569157198
SUP-000671,CUST-0226,2024-04-06,Billing,
SUP-000748,CUST-0257,2024-04-19,Feature Request,4.037937150188424
SUP-000966,CUST-0325,2024-04-30,Feature Request,12.053053229044366
SUP-000856,CUST-0284,2024-03-10,Bug,6.36284759405154
SUP-000574,CUST-0193,2023-07-04,Billing,4.912803545912434
SUP-001035,CUST-0351,2024-02-01,Billing,14.735075134088731
SUP-000386,CUST-0139,2024-02-02,Feature Request,9.680263321131163
SUP-001134,CUST-0383,2024-03-17,Bug,8.094464144766347
SUP-000328,CUST-0115,2023-08-06,Feature Request,18.71354234520033
SUP-000563,CUST-0191,2023-09-13,Bug,0.5
SUP-000535,CUST-0184,2023-11-22,Feature Request,13.842850350021244
SUP-000937,CUST-0315,2023-12-12,Bug,3.075669825932643
SUP-000915,CUST-0303,2023-06-13,Bug,9.670267017063223
SUP-000289,CUST-0100,2024-06-23,Billing,14.238491920807174
SUP-000381,CUST-0136,2024-03-24,Onboarding,16.119663698675566
SUP-000988,CUST-0331,2024-02-12,Feature Request,20.045609738773138
SUP-000001,CUST-0001,2023-06-28,Onboarding,27.77955641764577
SUP-000376,CUST-0132,2023-10-29,Feature Request,9.09517418742106
SUP-001024,CUST-0347,2023-10-20,Bug,10.351640224335155
SUP-000415,CUST-0147,2024-03-03,Bug,25.795486384831506
SUP-000742,CUST-0254,2023-12-09,Feature Request,20.472420674765782
SUP-000780,CUST-0265,2024-06-09,Bug,
SUP-000892,CUST-0295,2024-01-02,Bug,20.233890077112353
SUP-001010,CUST-0342,2023-08-08,Onboarding,21.162688637819667
SUP-000107,CUST-0033,2023-12-17,Feature Request,12.316455327183732
SUP-000537,CUST-0184,2024-06-18,Bug,14.684873580620128
SUP-000123,CUST-0041,2023-11-09,Billing,14.696781888102937
SUP-001109,CUST-0372,2024-04-30,Feature Request,0.5
SUP-000998,CUST-0334,2024-06-05,Billing,4.187186785593113
SUP-000770,CUST-0263,2023-08-07,Onboarding,12.162241909652929
SUP-000015,CUST-0004,2024-05-21,Feature Request,27.443390474854453
SUP-000346,CUST-0123,2023-11-22,Onboarding,13.677326124346571
SUP-000358,CUST-0128,2023-09-17,Billing,0.5
SUP-000280,CUST-0098,2024-05-05,Feature Request,9.259700226538316
SUP-000176,CUST-0061,2023-11-15,Feature Request,20.0003648722068
SUP-000437,CUST-0155,2024-02-04,Billing,12.329247451267916
SUP-001116,CUST-0373,2023-06-07,Onboarding,14.899900182560856
SUP-000851,CUST-0283,2024-02-09,Bug,0.5
SUP-000952,CUST-0320,2023-10-09,Billing,9.798042353566256
SUP-000216,CUST-0073,2024-03-24,Bug,10.619282370482775
SUP-000440,CUST-0156,2023-09-19,Onboarding,0.5
SUP-001073,CUST-0362,2024-05-13,Billing,10.138381082573638
SUP-000417,CUST-0148,2023-11-23,Billing,28.18326233647626
SUP-000692,CUST-0233,2023-06-23,Onboarding,19.31439354339798
SUP-000553,CUST-0188,2023-11-25,Bug,28.10543264319566
SUP-000069,CUST-0021,2023-09-24,Feature Request,13.954258808794322
SUP-000085,CUST-0028,2023-08-08,Onboarding,3.40146164580697
SUP-000286,CUST-0099,2023-11-02,Feature Request,23.233574346808506
SUP-000691,CUST-0233,2023-12-26,Feature Request,9.029915021613961
SUP-000264,CUST-0094,2023-10-29,Onboarding,4.800980449438206
SUP-000061,CUST-0020,2024-04-28,Bug,0.5
SUP-001052,CUST-0356,2024-03-01,Onboarding,3.65501883487007
SUP-000030,CUST-0010,2024-01-23,Bug,1.0577983189402802
SUP-001057,CUST-0357,2024-04-20,Onboarding,13.230409027550015
SUP-001068,CUST-0361,2023-10-29,Bug,13.419311613793276
SUP-000585,CUST-0196,2023-12-11,Billing,9.944841719972038
SUP-001152,CUST-0388,2023-06-16,Billing,21.506457687056724
SUP-000908,CUST-0301,2023-10-28,Onboarding,12.684093552593083
SUP-000348,CUST-0124,2023-11-12,Onboarding,8.90110244500738
SUP-001094,CUST-0368,2023-07-05,Feature Request,7.797629275934973
SUP-000005,CUST-0002,2023-06-24,Billing,13.51760669083451
SUP-000662,CUST-0222,2023-08-12,Feature Request,18.763381951928302
SUP-000162,CUST-0057,2024-01-10,Feature Request,14.995614121118757
SUP-000237,CUST-0083,2023-11-21,Bug,15.145195755858598
SUP-000050,CUST-0016,2023-10-10,Onboarding,8.411308369033103
SUP-000174,CUST-0061,2024-06-02,Onboarding,8.721033330635898
SUP-000616,CUST-0207,2024-06-19,Billing,16.637415453279218
SUP-000293,CUST-0101,2023-10-18,Feature Request,26.430459359100183
SUP-000983,CUST-0330,2024-05-17,Bug,0.5
SUP-000818,CUST-0275,2023-10-02,Feature Request,16.748403905324032
SUP-000168,CUST-0058,2024-02-27,Bug,4.3176745580565115
SUP-000459,CUST-0161,2024-06-30,Onboarding,5.6898639706014755
SUP-001063,CUST-0360,2023-10-16,Feature Request,20.783665958257124
SUP-000121,CUST-0039,2024-02-11,Feature Request,9.04619906063643
SUP-000122,CUST-0041,2024-06-23,Onboarding,4.085623068485149
SUP-000919,CUST-0306,2024-01-23,Billing,0.5
SUP-000304,CUST-0105,2024-04-12,Bug,0.5
SUP-000300,CUST-0105,2023-12-21,Bug,1.6432248539301524
SUP-000975,CUST-0327,2024-04-24,Feature Request,0.5
SUP-001126,CUST-0376,2023-08-11,Feature Request,0.9417580033850179
SUP-000062,CUST-0020,2023-08-03,Feature Request,
SUP-000654,CUST-0220,2024-02-04,Bug,9.680141621579935
SUP-000713,CUST-0243,2023-10-03,Onboarding,15.791368292287178
SUP-000307,CUST-0106,2023-08-09,Feature Request,2.5204968601571003
SUP-000554,CUST-0189,2023-08-27,Bug,24.429464391669274
SUP-000667,CUST-0225,2024-02-11,Billing,
SUP-000987,CUST-0331,2024-01-15,Onboarding,15.067731724812731
SUP-000416,CUST-0147,2024-01-27,Billing,22.957980270525354
SUP-000330,CUST-0116,2024-05-06,Feature Request,5.8257799114711855
SUP-000841,CUST-0281,2024-06-04,Onboarding,45.21172480947095
SUP-001149,CUST-0388,2024-05-12,Feature Request,15.245364189137076
SUP-000114,CUST-0037,2024-04-21,Feature Request,19.45699564029501
SUP-000942,CUST-0316,2023-07-27,Bug,13.618675821635067
SUP-000699,CUST-0236,2023-10-27,Feature Request,21.69004481036051
SUP-000434,CUST-0152,2023-10-10,Feature Request,0.6154420901431581
SUP-000097,CUST-0031,2024-01-28,Bug,24.8054058982824
SUP-000670,CUST-0225,2023-10-15,Onboarding,7.536535502541923
SUP-000487,CUST-0169,2024-06-19,Bug,0.5
SUP-000948,CUST-0318,2024-06-16,Feature Request,21.659698598963036
SUP-000646,CUST-0217,2024-01-21,Onboarding,8.252232060351936
SUP-000235,CUST-0081,2024-01-03,Bug,6.277767769300042
SUP-000165,CUST-0058,2023-09-05,Feature Request,0.5
SUP-000695,CUST-0235,2024-06-15,Onboarding,0.5
SUP-000766,CUST-0261,2023-11-04,Billing,9.573385850008595
SUP-000969,CUST-0326,2024-05-01,Bug,17.267101008090524
SUP-000881,CUST-0293,2023-10-03,Onboarding,23.40487730212122
SUP-001032,CUST-0350,2023-09-04,Billing,19.448669471588104
SUP-000824,CUST-0276,2023-09-15,Bug,1.9866003431598305
SUP-000177,CUST-0061,2024-04-06,Bug,9.19376023451732
SUP-000063,CUST-0020,2023-08-09,Onboarding,
SUP-000410,CUST-0146,2023-11-15,Feature Request,0.5
SUP-000402,CUST-0143,2024-05-11,Onboarding,0.5
SUP-000311,CUST-0107,2023-08-24,Onboarding,4.5844167094526505
SUP-000649,CUST-0219,2024-01-26,Feature Request,8.970159986348822
SUP-000765,CUST-0261,2024-04-23,Onboarding,
SUP-000885,CUST-0294,2024-06-12,Feature Request,14.79039317586969
SUP-000814,CUST-0273,2023-10-28,Onboarding,2.4553532245608984
SUP-000922,CUST-0306,2024-04-14,Billing,14.732525024123408
SUP-001004,CUST-0341,2024-04-05,Billing,0.5
SUP-000391,CUST-0139,2024-03-25,Billing,11.840615405972613
SUP-000241,CUST-0083,2023-07-10,Onboarding,17.703192522130564
SUP-001030,CUST-0350,2024-04-07,Feature Request,18.407079685809183
SUP-000613,CUST-0206,2023-10-20,Feature Request,18.05672902434599
SUP-000227,CUST-0077,2023-10-25,Onboarding,13.504556234175874
SUP-000489,CUST-0171,2024-02-03,Feature Request,13.919024158462143
SUP-000997,CUST-0334,2023-10-04,Bug,0.5
SUP-000291,CUST-0101,2023-09-16,Billing,15.044517864626563
SUP-000783,CUST-0266,2024-04-27,Billing,16.650269018242152
SUP-000556,CUST-0189,2024-03-30,Bug,17.040669743138082
SUP-000224,CUST-0077,2023-06-21,Billing,10.26428223776805
SUP-000128,CUST-0044,2023-10-29,Billing,22.43850494096272
SUP-001136,CUST-0383,2023-09-09,Bug,10.54406490953886
SUP-000648,CUST-0218,2024-05-02,Bug,10.411827151099148
SUP-000389,CUST-0139,2023-11-04,Onboarding,19.441408904137212
SUP-000155,CUST-0053,2024-05-30,Feature Request,10.381802067841898
SUP-000024,CUST-0008,2024-03-12,Feature Request,6.201883582376595
SUP-000180,CUST-0063,2023-10-01,Billing,27.19830823101664
SUP-000623,CUST-0208,2023-06-04,Billing,32.783206135565806
SUP-000067,CUST-0021,2024-02-15,Bug,14.769822977551556
SUP-001033,CUST-0350,2024-04-08,Onboarding,33.15034211292846
SUP-000145,CUST-0050,2024-01-11,Onboarding,9.530470106975123
SUP-000627,CUST-0210,2023-07-08,Onboarding,11.52342731985256
SUP-000821,CUST-0275,2024-04-16,Billing,24.894301509931655
SUP-000399,CUST-0143,2023-07-22,Onboarding,0.5
SUP-000331,CUST-0116,2023-07-17,Bug,12.126740939264486
SUP-000741,CUST-0254,2024-05-19,Billing,
SUP-000746,CUST-0256,2024-01-07,Feature Request,7.4809940007700515
SUP-001071,CUST-0362,2024-04-16,Billing,10.74474216694247
SUP-000831,CUST-0278,2023-10-27,Billing,17.006622351842836
SUP-000542,CUST-0186,2024-02-07,Feature Request,17.050522870962716
SUP-000339,CUST-0119,2023-10-02,Billing,4.267306270399397
SUP-001080,CUST-0364,2023-12-01,Billing,19.4335035143348
SUP-000002,CUST-0001,2024-03-20,Billing,16.280821281646432
SUP-000281,CUST-0099,2023-10-18,Bug,17.564490857469583
SUP-000374,CUST-0132,2023-08-21,Bug,0.5
SUP-000481,CUST-0166,2023-09-16,Feature Request,3.990391264561993
SUP-000591,CUST-0198,2024-05-01,Bug,0.5
SUP-000776,CUST-0264,2023-07-09,Billing,33.00703209785597
SUP-000956,CUST-0321,2024-01-22,Bug,37.42303737572798
SUP-001093,CUST-0368,2023-11-18,Onboarding,11.481790450206308
SUP-001075,CUST-0363,2023-07-20,Onboarding,18.072590668442828
SUP-000502,CUST-0176,2024-02-05,Onboarding,0.5
SUP-000832,CUST-0279,2024-04-15,Bug,11.522945089150321
SUP-001114,CUST-0373,2024-05-30,Bug,10.527115593969562
SUP-001065,CUST-0361,2024-05-07,Bug,14.960151782948028
SUP-000589,CUST-0197,2024-05-23,Billing,15.631540186324951
SUP-000064,CUST-0020,2023-10-25,Feature Request,0.5
SUP-000689,CUST-0233,2023-11-06,Bug,12.722239705586787
SUP-000248,CUST-0087,2024-02-18,Billing,18.027567420710966
SUP-000263,CUST-0093,2024-04-09,Onboarding,24.51359878297432
SUP-000009,CUST-0003,2023-07-18,Billing,25.816265575752332
SUP-000494,CUST-0173,2024-06-08,Billing,17.131134307151335
SUP-000939,CUST-0316,2024-03-05,Bug,24.609246828271143
SUP-000105,CUST-0032,2023-11-01,Billing,9.621625049694035
SUP-000527,CUST-0182,2024-03-07,Billing,12.913150275284114
SUP-000209,CUST-0072,2024-02-13,Onboarding,12.891995035768371
SUP-000181,CUST-0063,2023-07-15,Onboarding,18.714783709755817
SUP-000749,CUST-0258,2023-08-08,Onboarding,24.908957706350414
SUP-000853,CUST-0284,2023-09-07,Onboarding,1.629086539882639
SUP-000801,CUST-0271,2024-02-15,Billing,15.860297393897024
SUP-000319,CUST-0110,2024-06-23,Bug,0.5
SUP-000604,CUST-0204,2024-05-04,Onboarding,20.894452179408297
SUP-000110,CUST-0034,2024-06-28,Onboarding,27.817547921392862
SUP-000624,CUST-0209,2024-06-19,Feature Request,11.291006013237391
SUP-000800,CUST-0271,2024-01-05,Onboarding,10.201712542962666
SUP-001007,CUST-0342,2023-09-23,Feature Request,17.769675962667915
SUP-000666,CUST-0225,2023-11-19,Billing,10.837996601805251
SUP-000710,CUST-0240,2024-03-07,Feature Request,17.89519009805383
SUP-000124,CUST-0041,2023-08-23,Feature Request,0.5
SUP-000424,CUST-0150,2024-01-17,Feature Request,6.479801915382147
SUP-000380,CUST-0135,2024-05-17,Bug,4.647647366965623
SUP-000540,CUST-0186,2024-04-23,Bug,3.3640636678183427
SUP-000855,CUST-0284,2023-06-17,Bug,4.2412818949540965
SUP-000754,CUST-0259,2024-06-21,Onboarding,2.4375953423669383
SUP-000518,CUST-0180,2023-08-17,Onboarding,0.5
SUP-000026,CUST-0008,2023-11-14,Feature Request,3.311120520294174
SUP-000448,CUST-0159,2023-07-21,Feature Request,17.491928464107005
SUP-000164,CUST-0058,2024-03-04,Onboarding,
SUP-000260,CUST-0093,2024-05-31,Feature Request,12.95712470166842
SUP-000206,CUST-0070,2023-06-05,Feature Request,10.948058058929602
SUP-000815,CUST-0273,2024-04-21,Billing,21.33196462917893
SUP-000103,CUST-0032,2024-01-10,Bug,14.980054939177395
SUP-000736,CUST-0250,2024-03-12,Bug,2.3771398026283563
SUP-001113,CUST-0372,2023-10-29,Bug,0.5
SUP-000096,CUST-0031,2023-09-07,Onboarding,22.311753941869654
SUP-000277,CUST-0098,2023-10-14,Bug,10.57657651630131
SUP-000696,CUST-0236,2023-11-02,Billing,5.748363921739228
SUP-000190,CUST-0067,2024-03-02,Onboarding,0.5
SUP-001102,CUST-0369,2023-09-17,Bug,0.5
SUP-000408,CUST-0146,2024-06-27,Billing,18.733545019227595
SUP-000255,CUST-0089,2024-04-21,Bug,13.62854196545582
SUP-000954,CUST-0321,2024-06-08,Onboarding,27.895921198186556
SUP-000425,CUST-0151,2024-05-02,Feature Request,31.79279043196363
SUP-001002,CUST-0338,2024-04-10,Feature Request,5.590823207482268
SUP-000265,CUST-0094,2024-02-14,Feature Request,15.369247994283313
SUP-000010,CUST-0003,2024-06-05,Bug,25.775260849675988
SUP-001091,CUST-0367,2024-06-16,Billing,8.403329479913669
SUP-001076,CUST-0363,2024-03-30,Onboarding,0.5
SUP-001016,CUST-0345,2024-05-05,Onboarding,16.915162545810766
SUP-000234,CUST-0080,2024-05-20,Billing,30.987814994877393
SUP-000594,CUST-0199,2023-06-11,Bug,3.469939722067323
SUP-000142,CUST-0049,2023-11-02,Bug,15.025629850493779
SUP-000595,CUST-0199,2023-09-01,Onboarding,
SUP-000920,CUST-0306,2024-06-05,Onboarding,5.9632426876016495
SUP-000764,CUST-0261,2024-03-21,Onboarding,15.512233183376006
SUP-000083,CUST-0027,2023-12-08,Onboarding,12.018601258355215
SUP-000555,CUST-0189,2024-05-09,Feature Request,19.31973037063632
SUP-000007,CUST-0002,2024-03-22,Onboarding,15.744827460747334
SUP-000891,CUST-0295,2023-09-09,Billing,29.866186137200057
SUP-000141,CUST-0048,2024-04-09,Feature Request,35.3228827119469
SUP-001100,CUST-0369,2023-11-06,Onboarding,12.99798138394391
SUP-000977,CUST-0327,2024-03-19,Billing,4.999748999798401
SUP-001089,CUST-0367,2023-12-12,Feature Request,0.5
SUP-000808,CUST-0272,2023-06-03,Onboarding,0.5
SUP-000354,CUST-0126,2024-01-20,Onboarding,15.034908633419473
SUP-000302,CUST-0105,2024-03-13,Onboarding,0.5
SUP-000526,CUST-0182,2023-10-24,Billing,32.35665091445985
SUP-000471,CUST-0163,2023-08-15,Onboarding,18.093688667619062
SUP-000466,CUST-0162,2024-04-27,Feature Request,8.888753437566923
SUP-000500,CUST-0175,2023-08-28,Feature Request,0.5
SUP-000637,CUST-0214,2023-08-28,Billing,11.646114263364856
SUP-000973,CUST-0326,2023-09-03,Bug,5.375173422361998
SUP-000153,CUST-0052,2023-06-09,Feature Request,5.205855853111111
SUP-000066,CUST-0021,2023-09-29,Onboarding,22.786896688033735
SUP-000470,CUST-0163,2023-10-29,Feature Request,28.074561004159122
SUP-000297,CUST-0103,2024-05-27,Feature Request,23.106738281694806
SUP-000038,CUST-0013,2024-01-10,Onboarding,9.90754105344923
SUP-001097,CUST-0368,2023-10-17,Bug,0.5
SUP-000343,CUST-0120,2023-06-10,Bug,3.5672548754777047
SUP-000810,CUST-0272,2023-06-27,Bug,2.0633975569524883
SUP-000792,CUST-0267,2024-06-12,Onboarding,4.138698287458151
SUP-000127,CUST-0041,2023-10-22,Feature Request,3.3319809423281774
SUP-000726,CUST-0246,2023-08-31,Bug,16.71639610344513
SUP-000262,CUST-0093,2023-07-04,Bug,11.295273315409755
SUP-001153,CUST-0389,2024-06-05,Feature Request,3.3190665561163764
SUP-000804,CUST-0271,2023-06-16,Onboarding,6.591052729972101
SUP-000632,CUST-0212,2024-05-11,Billing,37.9615119435948
SUP-000201,CUST-0069,2024-01-11,Feature Request,16.72240531106583
SUP-000725,CUST-0246,2023-07-01,Onboarding,12.578173518618625
SUP-000472,CUST-0164,2023-10-15,Billing,0.5
SUP-000497,CUST-0174,2024-05-26,Billing,21.277687829872
SUP-000196,CUST-0068,2023-11-08,Onboarding,11.489174172463496
SUP-001137,CUST-0383,2023-12-10,Onboarding,8.95951741230368
SUP-001154,CUST-0389,2023-12-09,Billing,10.88686913018245
SUP-000762,CUST-0261,2023-07-18,Onboarding,5.788900304778868
SUP-000102,CUST-0032,2024-01-24,Feature Request,8.25778605640015
SUP-000834,CUST-0279,2024-02-06,Onboarding,2.333499082558019
SUP-000731,CUST-0247,2024-01-22,Onboarding,6.883498225330411
SUP-000679,CUST-0230,2023-09-19,Onboarding,13.674355722306794
SUP-001123,CUST-0375,2023-10-16,Onboarding,7.851200415903465
SUP-000928,CUST-0309,2023-08-11,Onboarding,0.5
SUP-000042,CUST-0014,2023-06-16,Billing,8.490379815415622
SUP-000465,CUST-0162,2023-12-23,Onboarding,10.6588329259135
SUP-000444,CUST-0157,2024-03-26,Billing,38.433862277545515
SUP-000820,CUST-0275,2024-01-19,Bug,13.216674067063664
SUP-000716,CUST-0244,2024-06-04,Feature Request,0.9250077689641907
SUP-000295,CUST-0102,2023-12-03,Bug,16.055858612452138
SUP-000803,CUST-0271,2023-09-03,Feature Request,4.856402410073638
SUP-000536,CUST-0184,2024-03-05,Feature Request,21.218233388142583
SUP-000447,CUST-0158,2023-07-04,Bug,10.303562518127892
SUP-000477,CUST-0166,2024-02-09,Feature Request,2.456903629675386
SUP-000693,CUST-0234,2024-06-17,Bug,1.0593970717220138
SUP-000847,CUST-0282,2023-07-29,Bug,1.2302861654625434
SUP-000495,CUST-0173,2024-05-08,Billing,0.5
SUP-000686,CUST-0231,2024-02-26,Feature Request,10.21170129139744
SUP-001156,CUST-0389,2023-12-10,Onboarding,4.826704388536101
SUP-001096,CUST-0368,2024-06-19,Feature Request,8.246941419176764
SUP-001026,CUST-0348,2024-03-25,Onboarding,22.346066603039535
SUP-000431,CUST-0152,2024-02-01,Billing,2.65121798913507
SUP-000435,CUST-0154,2023-07-18,Onboarding,3.9161224440383604
SUP-000546,CUST-0187,2023-10-27,Onboarding,12.90612648281293
SUP-000790,CUST-0267,2024-06-21,Billing,14.382375926683306
SUP-001038,CUST-0353,2023-06-22,Bug,8.929531171703687
SUP-000362,CUST-0129,2024-05-19,Billing,32.16600347838712
SUP-000817,CUST-0275,2023-12-26,Billing,17.340192653487648
SUP-000972,CUST-0326,2024-04-09,Bug,5.928898787430043
SUP-000449,CUST-0159,2023-10-05,Billing,23.520684374455705
SUP-000138,CUST-0047,2024-05-12,Onboarding,
SUP-000825,CUST-0276,2024-05-12,Onboarding,5.865112326683505
SUP-000075,CUST-0023,2024-01-12,Bug,27.933763907796877
SUP-001069,CUST-0361,2024-05-05,Bug,0.9413187055639893
SUP-000816,CUST-0275,2023-09-23,Onboarding,13.87875852651964
SUP-001044,CUST-0354,2024-01-01,Feature Request,19.620609182643882
SUP-000203,CUST-0069,2024-01-13,Onboarding,20.105866099204928
SUP-000022,CUST-0007,2024-06-13,Onboarding,6.139898504645839
SUP-000101,CUST-0031,2023-11-10,Onboarding,15.411628201070698
SUP-000567,CUST-0191,2023-11-11,Feature Request,7.64841480117098
SUP-000588,CUST-0197,2023-09-04,Billing,19.530646146775506
SUP-000170,CUST-0059,2024-01-26,Billing,22.52348516967719
SUP-000785,CUST-0266,2024-05-22,Bug,12.855191411958986
SUP-000724,CUST-0246,2024-06-29,Billing,7.521870819838536
SUP-001006,CUST-0341,2023-12-21,Bug,0.5
SUP-000629,CUST-0211,2023-12-07,Onboarding,16.609597474573395
SUP-000581,CUST-0195,2024-02-07,Billing,4.169923307584286
SUP-000395,CUST-0141,2023-08-30,Onboarding,24.027308322133194
SUP-000473,CUST-0164,2023-06-13,Feature Request,0.5
SUP-000372,CUST-0131,2023-08-29,Billing,9.240063376657549
SUP-000092,CUST-0029,2023-09-11,Feature Request,16.098585362269674
SUP-000577,CUST-0195,2024-05-03,Billing,10.079073080362836
SUP-000886,CUST-0294,2023-10-02,Bug,13.515353329053543
SUP-000070,CUST-0021,2024-04-04,Billing,24.534014410663005
SUP-000327,CUST-0115,2024-02-18,Onboarding,3.7425449369212593
SUP-000426,CUST-0151,2023-11-22,Feature Request,20.92418655106587
SUP-000040,CUST-0013,2023-07-13,Feature Request,2.8809138386956423
SUP-000802,CUST-0271,2024-06-02,Feature Request,14.16177259458359
SUP-000723,CUST-0246,2024-05-30,Feature Request,9.204583493153393
SUP-000210,CUST-0072,2024-05-03,Feature Request,23.77738840706137
SUP-000827,CUST-0276,2024-04-09,Feature Request,11.196934325040761
SUP-001048,CUST-0355,2023-09-14,Bug,14.987330719663689
SUP-001001,CUST-0336,2023-08-04,Feature Request,0.5
SUP-000093,CUST-0029,2023-11-11,Onboarding,14.712210099478142
SUP-000615,CUST-0206,2024-03-29,Bug,21.45987468887892
SUP-001129,CUST-0377,2024-02-21,Billing,14.512712890645599
SUP-000879,CUST-0290,2024-03-20,Feature Request,18.991152939043303
SUP-000767,CUST-0262,2024-03-18,Feature Request,23.771301598408716
SUP-000773,CUST-0263,2023-12-14,Bug,2.922520131172443
